Corpus	Query	Terms	Scoped	Rank	Title	Link	Sim Title	Sim Words	Sim Bigrams	Bit Vector	Exact Match	ContainsTerms	Relevant
hbreader.org	一腳印	2	FALSE	1	A Footprint with Every Step  一步一腳印	http://hbreader.org/wenji/miyun_shengming67.html	1	1	1	1	1	一腳印	1
hbreader.org	一腳印	2	FALSE	2	Chapter 1: Don't be Lacking - One Step, One Foot 卷一　不可缺 一步一腳印	http://hbreader.org/wenji/wanshi07002.html	1	0.987608	0.968682	1	1	一腳印	1
hbreader.org	一腳印	2	FALSE	3	Chapter 3: Unbounded Creativity - Footprints 卷三　創意無限 ■腳印	http://hbreader.org/wenji/wanshi08066.html	0	0.976419	0.853587	1	1	一腳印	1
hbreader.org	一腳印	2	FALSE	4	Chapter 4: The Beauty of Transcendence - History 卷四　超越之美 ■歷史	http://hbreader.org/wenji/wanshi09084.html	0	0.875465	0.57064	1	1	一腳印	1
hbreader.org	一腳印	2	FALSE	5	Being Humble 低　頭	http://hbreader.org/wenji/miyun_heziji07.html	0	0.577605	0.591299	1	1	一腳印	1
hbreader.org	一腳印	2	FALSE	6	In Every Trade, a Master Appears 行行出狀元	http://hbreader.org/wenji/miyun_gaochu53.html	0	0.574379	0.588432	1	1	一腳印	1
hbreader.org	一腳印	2	FALSE	7	Diligence for the Ordinary 拙處力行	http://hbreader.org/wenji/miyun_shengming58.html	0	0.572671	0.585188	1	1	一腳印	1
hbreader.org	一腳印	2	FALSE	8	The Inspiration of Shoes 鞋子的啟示	http://hbreader.org/wenji/miyun_fubao59.html	0	0.571643	0.58378	1	1	一腳印	1
hbreader.org	一腳印	2	FALSE	9	Prefaces - A World of Buddha’s Light “Transmission of the Lamp” Preface by Hsing Yun, Republic 序 ■佛光世界《傳燈》序　　民國‧高希均	http://hbreader.org/wenji/fojiaocongshu09156.html	0	0.698129	0.540843	1	1	一腳印	1
hbreader.org	一腳印	2	FALSE	10	Market Price Indicators 行情表	http://hbreader.org/wenji/miyun_fubao31.html	0	0.569378	0.582379	1	1	一腳印	1
hbreader.org	一腳印	2	FALSE	11	Scroll 3: Development of the Self - Self Improvement 卷三 開發自我 改善自己	http://hbreader.org/wenji/dharmawords7069.html	0	0.564321	0.576842	1	1	一腳印	1
hbreader.org	一腳印	2	FALSE	12	Scroll 1: The Essentials of Handling Affairs - Establishment of an Undertaking 卷一 處事之要 立業成功	http://hbreader.org/wenji/dharmawords8030.html	0	0.561917	0.575474	1	1	一腳印	1
hbreader.org	一腳印	2	FALSE	13	Grand Dreams 春秋大夢	http://hbreader.org/wenji/miyun_fubao63.html	0	0.559335	0.570832	1	1	一腳印	1
hbreader.org	一腳印	2	FALSE	14	Scroll 2 The Path of Cultivation: The Path of Honesty and Sincerity 卷二 修行之道 厚實之道	http://hbreader.org/wenji/dharmawords1063.html	0	0.553553	0.565888	1	1	一腳印	1
hbreader.org	一腳印	2	FALSE	15	Chapter 1: Life's Stations - Cannot Make a Mistake 卷一　人生的站 ■不能錯	http://hbreader.org/wenji/wanshi10012.html	0	0.552581	0.563634	1	1	一腳印	1
hbreader.org	一腳印	2	FALSE	16	Chapter 1: Life's Stations 卷一　人生的站 ■人生的站	http://hbreader.org/wenji/wanshi10007.html	0	0.551805	0.563261	1	1	一腳印	1
hbreader.org	一腳印	2	FALSE	17	Buddhism and the Transportation Industry 佛教與交通事業	http://hbreader.org/wenji/fojiaocongshu08026.html	0	0.55105	0.563131	1	1	一腳印	1
hbreader.org	一腳印	2	FALSE	18	Scroll 2: Why We should Live - Macro and Micro 卷二　為何而活 宏與微	http://hbreader.org/wenji/wanshi03029.html	0	0.551093	0.562142	1	1	一腳印	1
hbreader.org	一腳印	2	FALSE	19	Scroll 3: Planning to Break Out - Shortcuts 卷三　設法突圍 捷徑	http://hbreader.org/wenji/wanshi03055.html	0	0.546897	0.560658	1	1	一腳印	1
hbreader.org	一腳印	2	FALSE	20	Scroll 1: Do not Bicker - Impossible 卷一　不要計較 不可能	http://hbreader.org/wenji/wanshi05008.html	0	0.544925	0.556616	1	1	一腳印	1
hbreader.org	一腳印	2	FALSE	21	Chapter 2: Who to Repent to - The Skillful Use of the Human Body 卷二　向誰懺悔 ■身體的妙用	http://hbreader.org/wenji/wanshi12042.html	0	0.540759	0.552273	1	1	一腳印	1
hbreader.org	一腳印	2	FALSE	22	Chapter 1: Life's Stations - Life's Eight Requests 卷一　人生的站 ■人生八求	http://hbreader.org/wenji/wanshi10002.html	0	0.522182	0.532201	1	1	一腳印	1
hbreader.org	一腳印	2	FALSE	23	Walking 走路	http://hbreader.org/wenji/hezhang4005.html	0	0.49365	0.501848	1	1	一腳印	1
hbreader.org	一腳印	2	FALSE	24	Chapter 9: How did I Travel a Path Abroad?【九說】我怎樣走上國際的道路？	http://hbreader.org/wenji/pinseng010.html	0	0.360034	0.361586	1	1	一腳印	1
hbreader.org	一腳印	2	FALSE	25	10. Buddhist Education and Entertainment - 1. Sports 拾、佛教育樂篇 一、體育活動	http://hbreader.org/wenji/fojiaocongshu07058.html	0	0.339449	0.340904	1	1	一腳印	1
hbreader.org	六成就的重要	3	FALSE	1	Dharma Assembly starts: building causes and conditions - Part 1 [Lecture] 法會啟建因緣分第一 【講話】	http://hbreader.org/wenji/diamond02.html	0	1	1	1	1	六成就的、的重要	1
hbreader.org	六成就的重要	3	FALSE	2	Buddhism and Literature 佛教與文學	http://hbreader.org/wenji/fojiaocongshu08041.html	0	0.431072	0.454509	0.6667	0	六成就的	0
hbreader.org	六成就的重要	3	FALSE	3	Chapter 1: Cultivation of Giving - The Importance of Wisdom 卷一　給的修行 ■「明」的重要	http://hbreader.org/wenji/wanshi12006.html	0	0.198713	0.314431	0.6667	0	的重要	0
hbreader.org	六成就的重要	3	FALSE	4	Scroll 3: The Essentials of Work - The Importance of Punctuality 卷三 工作之要 守時的重要	http://hbreader.org/wenji/dharmawords8081.html	0	0.183488	0.306697	0.6667	0	的重要	0
hbreader.org	六成就的重要	3	FALSE	5	Chapter 3: Honesty is Important 卷三　誠實的重要 誠實的重要	http://hbreader.org/wenji/wanshi07048.html	0	0.178066	0.29734	0.6667	0	的重要	0
hbreader.org	六成就的重要	3	FALSE	6	The Significance of Breathing 呼吸的重要	http://hbreader.org/wenji/miyun_duyiqie22.html	0	0.190844	0.293016	0.6667	0	的重要	0
hbreader.org	六成就的重要	3	FALSE	7	Scroll 3: The Gate of Happiness - The Importance of Honesty 卷三 幸福之門 誠實的重要	http://hbreader.org/wenji/dharmawords10095.html	0	0.184388	0.292245	0.6667	0	的重要	0
hbreader.org	六成就的重要	3	FALSE	8	Scroll 2: The Four Essentials of Being Human - Four Essentials of Conduct 卷二 為人四要 為人四要	http://hbreader.org/wenji/dharmawords6034.html	0	0.175502	0.293113	0.6667	0	的重要	0
hbreader.org	六成就的重要	3	FALSE	9	Treatise on the Perfection of Great Wisdom 大智度論	http://hbreader.org/wenji/fojiaocongshu02039.html	0	0.173084	0.28876	0.6667	0	的重要	0
hbreader.org	六成就的重要	3	FALSE	10	Chapter 3: Unbounded Creativity - Windows 卷三　創意無限 ■窗子	http://hbreader.org/wenji/wanshi08061.html	0	0.169827	0.28307	0.6667	0	的重要	0
hbreader.org	六成就的重要	3	FALSE	11	Scroll 2: Keep Good Thoughts - Keeping Secrets 卷二　存好心 保密	http://hbreader.org/wenji/wanshi05041.html	0	0.184392	0.277628	0.6667	0	的重要	0
hbreader.org	六成就的重要	3	FALSE	12	The Importance of Diligence (Diligence) 精進的重要(精進)	http://hbreader.org/wenji/fojiaocongshu03072.html	0	0.167493	0.279361	0.6667	0	的重要	0
hbreader.org	我很歡喜	3	FALSE	1	Scroll 3: Development of the Self 卷三 開發自我 開發自我	http://hbreader.org/wenji/dharmawords7080.html	0	1	1	1	1	我很、很歡喜	1
hbreader.org	我很歡喜	3	FALSE	2	Lecture 3: Great Joy for All 第三講．皆大歡喜	http://hbreader.org/wenji/monastery_management03.html	0	1.180429	0.956427	1	1	我很、很歡喜	1
hbreader.org	我很歡喜	3	FALSE	3	Chapter 35: Vaisakha’s Great Generosity 第卅五章　毘舍佉大心布施	http://hbreader.org/wenji/shijia038.html	0	1.105988	0.911885	1	1	我很、很歡喜	1
hbreader.org	我很歡喜	3	FALSE	4	Chapter 45: The Ten Great Disciples - Purna: Foremost in Teaching the Dharma 第四十五章　十大比丘弟子 ～說法第一富樓那	http://hbreader.org/wenji/shijia055.html	0	1.003504	0.861709	1	0	我很、很歡喜	1
hbreader.org	我很歡喜	3	FALSE	5	Upali: First in Upholding the Precepts - 3 Leaving Home First for Dharma Brothers 優波離－－持戒第一 (3) 先出家為師兄	http://hbreader.org/wenji/shidadizi098.html	0	1.038516	0.839903	1	0	我很、很歡喜	0
hbreader.org	我很歡喜	3	FALSE	6	Compassionate Support for the Elderly and becoming a Monastic (Cultivation, Diligence) 慈攝老人出家(修持、精進)	http://hbreader.org/wenji/fojiaocongshu03211.html	0	0.860286	0.838779	1	1	我很、很歡喜	1
hbreader.org	我很歡喜	3	FALSE	7	Chapter 45: The Ten Great Disciples - Mahakasyapa: Foremost in Austerities 第四十五章　十大比丘弟子 ～頭陀第一大迦葉	http://hbreader.org/wenji/shijia058.html	0	1.032339	0.799488	1	1	我很、很歡喜	1
hbreader.org	我很歡喜	3	FALSE	8	Purna: Foremost in Expounding the Teachings - 13 Prerequisites of Home for Spreading the Teachings 富樓那－－說法第一 (13) 佈教家的條件	http://hbreader.org/wenji/shidadizi044.html	0	0.832709	0.824926	1	0	我很、很歡喜	0
hbreader.org	我很歡喜	3	FALSE	9	Scroll 1: Wisdom in Life - The Joy of Life 卷一 人生的智慧 快樂的人生	http://hbreader.org/wenji/dharmawords7004.html	0	1.019572	0.765114	1	0	我很、很歡喜	0
hbreader.org	我很歡喜	3	FALSE	10	Mahakasyapa: Foremost in Austerities - 5 Becoming the Buddha's Disciple 大迦葉－－頭陀第一 (5) 做了佛陀的弟子	http://hbreader.org/wenji/shidadizi075.html	0	0.945326	0.774874	1	0	我很、很歡喜	0
hbreader.org	我很歡喜	3	FALSE	11	Chapter 44: Special Teachings - Hariti Changes Heart 第四十四章 　特別的教化 ～鬼子母的改心	http://hbreader.org/wenji/shijia052.html	0	0.972514	0.769304	1	0	我很、很歡喜	0
hbreader.org	我很歡喜	3	FALSE	12	The Harm of Gain (Cultivation) 利養之害(修持)	http://hbreader.org/wenji/fojiaocongshu03163.html	0	0.877076	0.778901	1	1	我很、很歡喜	1
hbreader.org	我很歡喜	3	FALSE	13	The Attainment of a Dalit Woman (Repentance) 摩登伽女證果(懺悔)	http://hbreader.org/wenji/fojiaocongshu03226.html	0	1.012268	0.758955	1	1	我很、很歡喜	1
hbreader.org	我很歡喜	3	FALSE	14	Chapter 24: Three Kasyapas 第廿四章　三迦葉棄邪歸正	http://hbreader.org/wenji/shijia027.html	0	0.971822	0.764241	1	1	我很、很歡喜	1
hbreader.org	我很歡喜	3	FALSE	15	Chapter 42: King Ajatasatru Repents 第四十二章　阿闍世王懺悔得救	http://hbreader.org/wenji/shijia045.html	0	0.947014	0.749627	1	0	我很、很歡喜	0
hbreader.org	我很歡喜	3	FALSE	16	“Carefree - Life Requires Seven Meditation Halls” Preface: Relieved and at Ease 《自在-人生必修七堂禪》序 : 安心與放心	http://hbreader.org/wenji/renjianfojiaoxuwen207.html	0	0.824415	0.763814	1	1	我很、很歡喜	1
hbreader.org	我很歡喜	3	FALSE	17	Purna: Foremost in Expounding the Teachings - 11 The Spirit of Spreading the Teachings 富樓那－－說法第一 (11) 佈教的精神	http://hbreader.org/wenji/shidadizi042.html	0	0.986549	0.732452	1	0	我很、很歡喜	0
hbreader.org	我很歡喜	3	FALSE	18	Subhuti: Foremost in Understand Emptiness - 3 The Buddha Returns to His Seat 須菩提－－解空第一 (3) 歸投佛陀的座下	http://hbreader.org/wenji/shidadizi048.html	0	0.876879	0.743107	1	0	我很、很歡喜	0
hbreader.org	我很歡喜	3	FALSE	19	Chapter 26: Bamboo Grove Monastery 第廿六章　在竹林精舍的教化	http://hbreader.org/wenji/shijia029.html	0	1.072881	0.687095	1	1	我很、很歡喜	1
hbreader.org	我很歡喜	3	FALSE	20	Ajatasutru's Repentance (Repentance) 阿闍世的懺悔(懺悔)	http://hbreader.org/wenji/fojiaocongshu03223.html	0	0.982116	0.69691	1	0	我很、很歡喜	0
hbreader.org	我很歡喜	3	FALSE	21	Remembering Honor and General Happiness 榮總開心記	http://hbreader.org/wenji/hezhang4002.html	0	0.83549	0.707559	1	1	我很、很歡喜	1
hbreader.org	我很歡喜	3	FALSE	22	Take Delight in Shared Joy 美好的隨喜	http://hbreader.org/wenji/miyun_zhenli06b.html	0	1.177646	0.801396	0	1	我很、很歡喜	1
hbreader.org	我很歡喜	3	FALSE	23	Lecture 1: An Overview of the Sutra on the Eight Realizations of the Great Beings 第一講　八大人覺經的概述	http://hbreader.org/wenji/eight_realizations03.html	0	0.851904	0.679953	1	1	我很、很歡喜	1
hbreader.org	我很歡喜	3	FALSE	24	Chapter 46: From Vrji to Vaisali 第四十六章　從越祇國到毘舍離國	http://hbreader.org/wenji/shijia063.html	0	1.029684	0.653513	1	0	我很、很歡喜	0
hbreader.org	我很歡喜	3	FALSE	25	Covering the Ground with Gold to Build Jeta Grove (Giving) 黃金舖地建祇園(布施)	http://hbreader.org/wenji/fojiaocongshu03005.html	0	1.038733	0.649298	1	0	我很、很歡喜	0
hbreader.org	我很歡喜	3	FALSE	26	Chapter 29: Return to Kapilavastu 第廿九章　歸城施法語	http://hbreader.org/wenji/shijia032.html	0	1.07552	0.632393	1	0	我很、很歡喜	1
hbreader.org	我很歡喜	3	FALSE	27	“Between Ignorance and Enlightenment 5” Preface 《迷悟之間５》序	http://hbreader.org/wenji/renjianfojiaoxuwen085.html	0	1.046033	0.777823	0	1	我很、很歡喜	1
hbreader.org	我很歡喜	3	FALSE	28	A Model King (Giving) 模範王(布施)	http://hbreader.org/wenji/fojiaocongshu03021.html	0	1.029816	0.632667	1	0	我很、很歡喜	1
hbreader.org	我很歡喜	3	FALSE	29	18. The Emperor Invited me to Go 十八．皇帝請我去的	http://hbreader.org/wenji/yulin018.html	0	1.032436	0.607967	1	0	我很、很歡喜	0
hbreader.org	我很歡喜	3	FALSE	30	Hsing Yun Diary 22 - Opening the Door to the Mind: Balanced Compassion 星雲日記22～打開心門 平等的慈悲(1993/3/1～1993/3/15)	http://hbreader.org/wenji/riji93007.html	0	0.928638	0.590984	1	0	我很、很歡喜	0
hbreader.org	我很歡喜	3	FALSE	31	Chapter 39: The Renunciation of Matanga 第卅九章　摩登伽女出家證聖果	http://hbreader.org/wenji/shijia042.html	0	0.941749	0.584457	1	1	我很、很歡喜	1
hbreader.org	我很歡喜	3	FALSE	32	Hsing Yun Diary 21 - Compassion is the Treasure of the Buddha's law: Wishing you a prosperous New Year! 星雲日記21～慈悲是寶藏 恭喜發財(1993/2/1～1993/2/15)	http://hbreader.org/wenji/riji93004.html	0	0.995022	0.574918	1	1	我很、很歡喜	1
hbreader.org	我很歡喜	3	FALSE	33	Rahula: Foremost in Esoteric Practices - 4 A Mischievous Childhood Life 羅睺羅－－密行第一 (4) 調皮的童年生活	http://hbreader.org/wenji/shidadizi121.html	0	0.996133	0.573775	1	0	我、很歡喜	0
hbreader.org	我很歡喜	3	FALSE	34	Chapter 25: King Bimbisara Seeks Refuge 第廿五章　頻婆娑羅王的皈依	http://hbreader.org/wenji/shijia028.html	0	1.007325	0.559861	1	0	我很、很歡喜	1
hbreader.org	我很歡喜	3	FALSE	35	The Study of Life in Buddhism 佛教的生活學	http://hbreader.org/wenji/renjianfojiaolun014.html	0	0.964552	0.562799	1	1	我很、很歡喜	1
hbreader.org	我很歡喜	3	FALSE	36	Examine Your Own Heart 檢查自己的心	http://hbreader.org/wenji/wangshi6016.html	0	0.986671	0.552814	1	0	我很、很歡喜	1
hbreader.org	我很歡喜	3	FALSE	37	The Study of Life in Buddhism 佛教的生活學	http://hbreader.org/wenji/renjianfojiaoxilie8013.html	0	0.985368	0.546481	1	1	我很、很歡喜	1
hbreader.org	我很歡喜	3	FALSE	38	A Dharani First (Giving) 總持第一(布施)	http://hbreader.org/wenji/fojiaocongshu03023.html	0	1.010977	0.534636	1	0	我、很歡喜	0
hbreader.org	我很歡喜	3	FALSE	39	Chapter 45: The Ten Great Disciples - Upali; First in Upholding the Precepts 第四十五章　十大比丘弟子 ～持戒第一優波離	http://hbreader.org/wenji/shijia060.html	0	0.978804	0.534517	1	0	我、很歡喜	0
hbreader.org	我很歡喜	3	FALSE	40	A Teacher's Kindness is Higher than a Mountain 師恩高於山	http://hbreader.org/wenji/bainian07001.html	0	0.880438	0.537574	1	0	我很、很歡喜	1
hbreader.org	我很歡喜	3	FALSE	41	Chapter 44: Special Teachings - Panthaka's Awakening 第四十四章 　特別的教化 ～周利槃陀伽的覺悟	http://hbreader.org/wenji/shijia047.html	0	0.981307	0.517255	1	0	我、很歡喜	0
hbreader.org	我很歡喜	3	FALSE	42	Sweep Ground in the Mind (Cultivation) 掃心地(修持)	http://hbreader.org/wenji/fojiaocongshu03174.html	0	0.969435	0.514596	1	0	我、很歡喜	0
hbreader.org	我很歡喜	3	FALSE	43	Aniruddha: Foremost in Heavenly Vision - 3 Declining a Young Girl's Proposal for Marriage 阿那律－－天眼第一 (3) 拒絕少女的求婚	http://hbreader.org/wenji/shidadizi088.html	0	0.975925	0.51251	1	0	我、很歡喜	0
hbreader.org	我很歡喜	3	FALSE	44	Mahakasyapa: Foremost in Austerities - 2 A Man and Wife with Difference Beds 大迦葉－－頭陀第一 (2) 不同床的夫妻	http://hbreader.org/wenji/shidadizi072.html	0	0.89858	0.511093	1	0	我、很歡喜	0
hbreader.org	我很歡喜	3	FALSE	45	Scroll 3: Acknowledging the World - Being Moved 卷三 認知世間 感動	http://hbreader.org/wenji/dharmawords9079.html	0	0.871264	0.512371	1	0	我很、歡喜	0
hbreader.org	我很歡喜	3	FALSE	46	Chapter 34: Disharmony in the Sangha 第卅四章　僧團中的爭執與安樂	http://hbreader.org/wenji/shijia037.html	0	1.019558	0.492174	1	0	我、很歡喜	0
hbreader.org	我很歡喜	3	FALSE	47	Chapter 27: Jetavana Monastery 第廿七章　祇園精舍的建立	http://hbreader.org/wenji/shijia030.html	0	1.051231	0.486247	1	0	我、很歡喜	0
hbreader.org	我很歡喜	3	FALSE	48	Lecture 10: Giving and Forming Connections 第十講‧布施結緣	http://hbreader.org/wenji/monastery_prop10.html	0	1.087745	0.473371	1	0	我、很歡喜	0
hbreader.org	我很歡喜	3	FALSE	49	My Grandmother 我的外婆	http://hbreader.org/wenji/bainian01006.html	0	0.856291	0.503626	1	0	我很、很歡喜	0
hbreader.org	我很歡喜	3	FALSE	50	Lecture 8: Family Gathering 第八講．親屬聚會	http://hbreader.org/wenji/monastery_gongxiu08.html	0	0.978437	0.4869	1	0	我很、很歡喜	0
hbreader.org	佛陀住在祇園精舍	4	FALSE	1	The Harm in Consuming Alchoholic Beverages (Precepts) 飲酒之害(持戒)	http://hbreader.org/wenji/fojiaocongshu03056.html	0	1	1	1	1	佛陀住、住在、在祇園精舍	1
hbreader.org	佛陀住在祇園精舍	4	FALSE	2	The Buddha Visits a Sick Person (Cultivation) 佛陀探病(修持)	http://hbreader.org/wenji/fojiaocongshu03180.html	0	1.064558	0.982657	1	1	佛陀住、住在、在祇園精舍	1
hbreader.org	佛陀住在祇園精舍	4	FALSE	3	Chapter 44: Special Teachings - Panthaka's Awakening 第四十四章 　特別的教化 ～周利槃陀伽的覺悟	http://hbreader.org/wenji/shijia047.html	0	1.191504	0.946333	1	1	佛陀住、住在、在祇園精舍	1
hbreader.org	佛陀住在祇園精舍	4	FALSE	4	Mahakasyapa: Foremost in Austerities - 10 Ananda Gives a Bowl 大迦葉－－頭陀第一 (10) 阿難贈缽	http://hbreader.org/wenji/shidadizi080.html	0	1.004053	0.969694	1	1	佛陀住、住在、在祇園精舍	1
hbreader.org	佛陀住在祇園精舍	4	FALSE	5	Mahakatyayana: Foremost in Debating the Dharma - 6 Teaching that All can Become a Buddha 迦旃延－－論議第一 (6) 宣說平等法	http://hbreader.org/wenji/shidadizi063.html	0	0.944621	0.906355	1	1	佛陀住、住在、在祇園精舍	1
hbreader.org	佛陀住在祇園精舍	4	FALSE	6	Teaching Children (Teaching) 教化兒童(教化)	http://hbreader.org/wenji/fojiaocongshu03135.html	0	1.052867	0.633932	1	0	佛陀住、住在、祇園精舍	1
hbreader.org	佛陀住在祇園精舍	4	FALSE	7	Lecture 1: An Overview of the Sutra on the Eight Realizations of the Great Beings 第一講　八大人覺經的概述	http://hbreader.org/wenji/eight_realizations03.html	0	0.762548	0.66746	1	1	佛陀住、住在、在祇園精舍	1
hbreader.org	佛陀住在祇園精舍	4	FALSE	8	Observing Four Kinds of Food (Cultivation) 觀四食(修持)	http://hbreader.org/wenji/fojiaocongshu03198.html	0	1.015975	0.611517	1	0	佛陀住、住在、祇園精舍	1
hbreader.org	佛陀住在祇園精舍	4	FALSE	9	Life's Great Bliss (Faith) 人生的大樂(信仰)	http://hbreader.org/wenji/fojiaocongshu03297.html	0	1.148665	0.569914	1	0	佛陀、住在、在祇園精舍	0
hbreader.org	佛陀住在祇園精舍	4	FALSE	10	A Princess' Enlightenment (Giving, Cause and Effect) 王女的覺悟(布施、因果)	http://hbreader.org/wenji/fojiaocongshu03039.html	0	0.999598	0.587045	1	0	佛陀住、住在、祇園精舍	1
